id,userId,gameId,score,playedAt
score_001011,128,8a420235-7204-4f07-9797-f867cd7c1e9d,829,2025-05-30
score_001012,128,b20b4de1-5adf-42e3-8670-c415cd5d1d49,601,2025-03-09
score_001013,128,ea26ffb4-4aae-4db2-a24d-e5100f389593,618,2025-01-14
score_001014,128,005fb464-7815-4ab9-8845-4addad0619b5,677,2025-04-02
score_001015,128,0004aab6-96a3-488e-be49-80cac296bb80,863,2025-01-07
score_001016,129,5068d8ed-074b-48c4-b8f3-0a27481a5af6,630,2024-12-18
score_001017,129,c288bb1e-541d-4dd8-82ca-894650bbe8b4,609,2025-03-07
score_001018,129,0df0652b-4898-40c4-8373-f5a4de7e2629,851,2025-03-15
score_001019,129,2c6f64d4-8460-4d9a-a07f-32903c77f4cf,859,2025-05-23
score_001020,129,cc18b17e-e0b8-4bfe-8a91-3e51dad22a9a,1230,2025-04-23
score_001021,130,178c87aa-d686-49fb-9621-7d6df6376ded,557,2025-03-14
score_001022,130,0a108560-39f9-44f5-a4dd-639668ee5a5d,875,2025-01-08
score_001023,130,340f4173-432d-46aa-9bc3-d7531a54c3ea,1114,2025-03-27
score_001024,130,1e93a288-bc02-46a9-a748-a767289e123a,654,2025-05-01
score_001025,130,3eedce43-a1a2-4d9c-ac39-0cc1f7669301,423,2024-12-18
score_001026,130,7066a88f-8058-4be9-951a-4898983e86e3,831,2024-12-10
score_001027,130,472f86f1-d2f2-416e-87d5-54c8d94a4fcb,660,2025-03-23
score_001028,131,5637d9fd-4129-4a47-8805-9934e1ce51e9,892,2025-01-19
score_001029,131,a85d03b3-f442-423b-ac70-f132cda93e53,653,2025-05-22
score_001030,131,096dd86d-a1dc-480a-9a4b-f8d89e3b419c,816,2025-04-11
score_001031,131,8685593a-7fd8-4cd7-9c78-68270fb03e81,1185,2024-12-06
score_001032,131,a467a2ec-2347-4052-b8b4-4f4f78502058,535,2024-12-30
score_001033,131,8aa68c99-74eb-4570-abfe-ba4d6601d597,1163,2025-04-25
score_001034,131,571defb5-7dfd-4ec2-90f9-4acd380b2f6c,1064,2024-12-29
score_001035,132,0162a4a8-c300-477f-8c71-b70c63d4692d,609,2025-04-15
score_001036,132,ab1ed913-eab9-43e4-a9aa-ee51e7e10c0b,837,2025-01-28
score_001037,132,b24c4853-b115-4d23-bfe5-3ff2afa7b251,896,2025-04-24
score_001038,133,65af8818-6583-4023-92a4-7ad988b325e7,685,2025-04-17
score_001039,133,04179a00-0f81-4f4f-8581-9d269a81deeb,889,2025-05-17
score_001040,133,4b44279d-3ee6-49d3-b815-ab4955f06925,841,2025-01-27
score_001041,133,c285bccf-cc42-42d2-b8c8-2cbee6b3670e,1267,2025-02-16
score_001042,134,fbe6ddd1-6bc4-4c48-9a2c-76a6e1f2ef6a,983,2025-05-31
score_001043,134,36b25d10-a94f-4e07-8c0e-66aa970af31d,243,2025-01-08
score_001044,134,95c04aa0-5fbb-47c2-ace5-61540f8208f7,954,2025-03-18
score_001045,134,cfa76515-793f-4312-88a4-72284b7cad8f,1154,2024-12-09
score_001046,134,27f70356-2297-4cdb-b252-465e242d91f7,877,2025-01-06
score_001047,134,b04f19e9-fa28-4d15-97c2-5c1bb16b7581,1264,2024-12-20
score_001048,134,f275e984-33cb-4650-92c0-3913141cdfb2,528,2025-03-13
score_001049,134,3e651838-5aee-46b1-9cc3-f91e430be13c,982,2024-12-21
score_001050,134,f7f9efbe-3d6e-4b05-a131-d35c7047a1d7,552,2025-05-06
score_001051,134,cfac00af-f635-46bc-b551-afb18c017873,712,2025-04-30
score_001052,134,00563f38-a16a-46c6-b4ac-44bb0e52e4c8,773,2024-12-29
score_001053,134,79b0b210-9758-4628-a1cc-22f1230f292e,805,2025-04-04
score_001054,134,4b949122-67f4-47f3-ad95-1316ad819441,506,2025-02-25
score_001055,134,4341cc12-c928-45e3-b540-b21d4a8e0935,803,2025-02-23
score_001056,135,ac7c60ef-d668-4f60-ac58-6780e575a458,825,2025-02-03
score_001057,135,f5bc3c39-9906-4ef2-972e-c163498515be,881,2024-12-10
score_001058,135,c9bd4aec-9a0d-43ac-a051-74ca4891c2f6,669,2024-12-08
score_001059,135,536ccb2d-f5b7-483b-88a4-eff767916911,549,2025-02-11
score_001060,135,aac6bcd5-829e-449a-a752-f9237102f8d2,902,2025-01-31
score_001061,135,96046e61-f87d-4475-a1fa-02c9809ad139,917,2025-05-07
score_001062,135,17472303-b74b-46ef-9efb-d301fdf53559,1132,2025-02-04
score_001063,135,3680c414-1049-43bb-a941-0fdf08817763,1064,2025-04-08
score_001064,135,a923d2c2-a900-4962-9a0d-3c7cc4745c43,699,2025-02-19
score_001065,135,6f03d772-c322-45a7-9d70-642c8cc6f3ed,528,2025-01-29
score_001066,135,99c20380-73fe-4e3f-a3db-2bb989d4dc3f,704,2025-02-19
score_001067,136,6a9d8c05-e351-4f0f-86dd-26204c952d2c,637,2025-03-15
score_001068,136,1e1de97f-697a-4a43-8520-d387fbbc24cb,830,2025-02-11
score_001069,136,91dc6a3d-5bd7-4986-889a-3b4d82e8f546,649,2025-01-01
score_001070,136,7dcedf8c-a811-4f22-bac7-fb69227c2bd2,843,2024-12-25
score_001071,136,a52a7eae-3cd0-4379-adbd-f457d4586629,645,2025-05-16
score_001072,136,29d572c2-af45-4e28-b32d-d3eab1b9aa55,467,2025-01-06
score_001073,136,5637d9fd-4129-4a47-8805-9934e1ce51e9,883,2025-01-02
score_001074,136,fa5c3575-cc57-4e40-bf36-e35c335deb1b,1041,2025-05-27
score_001075,136,29b93217-420a-4f5f-90fb-0b72c9a58f1c,539,2024-12-19
score_001076,136,27ba7c10-7d0a-4d78-8b43-526dc597e1ce,431,2025-02-13
score_001077,136,32def4ca-66d9-4902-b561-bfe91215cb88,932,2025-04-02
score_001078,136,d4b0e1de-83c6-4b08-8ee3-1260d6cdce3e,1049,2024-12-10
score_001079,136,926b2a99-5d26-419c-a33e-cccd88f431dc,964,2024-12-22
score_001080,137,db93ea43-8051-474b-b129-9faad7ee5c21,761,2025-05-17
score_001081,137,bd924400-7278-47a5-962c-e0e47a9fe836,710,2025-02-06
score_001082,137,a7ba024f-3880-4363-bba5-73ace740f716,657,2025-04-20
score_001083,137,8d885beb-84c0-4be0-ae2c-d51b72d5730b,778,2025-05-18
score_001084,137,3eb4e099-ec5b-4549-bd5c-78cf37419947,764,2025-04-19
score_001085,137,7815c4f7-a8b6-40a4-9c46-099de3156708,1127,2025-05-26
score_001086,137,e8bf65c9-b45d-4cc5-a819-ced655607a9b,979,2025-05-17
score_001087,137,3b6c7320-4003-4bc6-8fae-354285cf29f3,722,2025-05-18
score_001088,137,79c6b554-3853-4495-812e-f86921d05765,1200,2025-01-03
score_001089,137,c0d519c9-ad90-490e-a100-fb9aed7d4ff9,1083,2025-02-28
score_001090,137,ff318374-93c9-4ec8-976f-f5e0dbdd02f5,1005,2025-03-13
score_001091,138,57a73855-4474-4a41-a6f7-a051b1e2d2ff,860,2025-03-05
score_001092,138,f5dd55c1-d68c-46ca-95e2-2406655e8be4,1293,2025-01-31
score_001093,138,0636a798-47e3-4f2e-b977-353b849f2045,1130,2025-01-14
score_001094,138,7a91f21e-1d22-4a62-a9f2-0d34f3d8b566,630,2025-04-01
score_001095,138,e634ad8e-25bc-454d-bf6e-7c183b4c5d0a,826,2025-03-07
score_001096,138,7badf877-5a2b-4a8f-afed-c4ae605b5009,201,2025-01-10
score_001097,138,f3a77f78-b867-4d80-aa24-35b381de446f,889,2024-12-23
score_001098,138,ad8762de-879e-48cf-b7c0-27d2bce6c844,843,2025-03-25
score_001099,139,396313b4-d02e-4c7e-8481-5bd3c04e5812,655,2024-12-31
score_001100,139,da6d4d10-507b-46bc-a6e0-1b8e55e0cea0,652,2024-12-09
score_001101,139,d666ae43-9539-40db-a33c-a0fc1ed7592c,586,2024-12-24
score_001102,139,ca8d731e-8666-40fd-a6b6-f9bb9b518620,1067,2025-03-20
score_001103,139,12ddcc3e-23dc-44b5-8342-60187680621a,1047,2025-02-18
score_001104,139,9509a0ec-7f56-43b8-9f39-463371d099a6,577,2025-03-17
score_001105,139,3eedce43-a1a2-4d9c-ac39-0cc1f7669301,1088,2025-04-07
score_001106,140,8eaedf7f-c5cc-4262-ab34-0874e9578740,895,2025-01-12
score_001107,140,a2682520-9385-4564-9373-9fbc5ad5bdb5,601,2025-05-24
score_001108,140,11002964-40fd-41be-beaa-a3c162b07808,864,2025-01-30
score_001109,140,89a23367-6651-423e-873b-7d741b923b32,477,2025-02-17
score_001110,140,79fd91d0-23d6-4bc6-9ff0-ec60ea9c9896,505,2024-12-19
score_001111,141,92a2e83c-09fc-4be4-8a10-3a17463bcf59,960,2024-12-04
score_001112,141,61435e14-a0fa-4731-8448-45afca386018,576,2025-04-04
score_001113,141,cc24c9c9-d1be-47d6-9b28-cbd20df7c75d,909,2024-12-13
score_001114,141,b68b0f2e-631c-4aaa-8113-feda32334bc4,1245,2025-03-31
score_001115,141,4b949122-67f4-47f3-ad95-1316ad819441,1040,2025-05-12
score_001116,141,9b6249c3-02c6-443f-9709-28df0c2927ea,645,2025-01-05
score_001117,141,6b167fe3-4390-4c07-b9fc-62ad6beebf5c,737,2025-01-21
score_001118,141,1076a043-a815-45be-9171-a8849db0c8a5,368,2024-12-20
score_001119,141,f6352723-6243-4418-b8ae-b2ecacf0b2da,622,2025-03-19
score_001120,141,b5dfdbd2-8a0e-4b65-ad42-ba06f6d3b0de,1108,2025-03-22
score_001121,142,cc50de46-adf2-4eea-a843-a7a9e47c2c27,663,2025-04-28
score_001122,142,e5b420f4-2765-4b58-9846-d2e2f0bbdba9,724,2025-01-16
score_001123,142,998fa6c1-e664-4c5f-927e-121ad9b5c16e,1074,2024-12-29
score_001124,142,7fe5a70b-999c-47bb-9406-898dccf6a1e0,1066,2025-04-05
score_001125,142,a2cfa563-4b6d-41bf-8f32-8fc0d632259a,829,2025-05-20
score_001126,142,303532fc-da0c-4ba9-9ad4-bb1c3593e262,1077,2024-12-05
score_001127,142,d0f365a0-d145-4149-99d8-972173cb931a,1058,2025-04-03
score_001128,142,2a36ed09-1d70-4a75-942c-ad436f867d85,966,2025-04-17
score_001129,142,2519b898-6697-439a-b2d0-e21f5612b19e,452,2025-05-04
score_001130,142,6b167fe3-4390-4c07-b9fc-62ad6beebf5c,660,2025-04-28
score_001131,142,c9bd4aec-9a0d-43ac-a051-74ca4891c2f6,648,2025-03-31
score_001132,143,472f86f1-d2f2-416e-87d5-54c8d94a4fcb,788,2025-01-03
score_001133,143,9a9975ad-2d5e-4791-8b8e-86aa54fc87cb,771,2025-01-22
score_001134,143,c351ba2a-3cf0-4ecf-8687-4aef0a40b261,809,2025-03-27
score_001135,143,962da647-e082-44c7-8455-763f6213beda,712,2025-03-30
score_001136,144,5c504898-0ae6-429f-b716-41453720a3cb,1116,2025-02-15
score_001137,144,750adbda-59aa-4a5c-a310-4fbc7adb7ed6,892,2025-03-24
score_001138,144,f70a476d-7aea-45f0-8e20-22d70e4f190b,594,2025-05-28
score_001139,144,10d96517-8846-4e59-8230-082bb004f4c8,945,2025-04-13
score_001140,144,e8ac2b58-b023-4210-856d-4e69fd992bce,998,2025-02-16
score_001141,144,b04f19e9-fa28-4d15-97c2-5c1bb16b7581,799,2025-04-21
score_001142,145,a3d5c373-80cd-45ed-966a-d0a2cbf92e8c,788,2025-05-25
score_001143,145,83077556-b803-4f69-a17b-764e4ce5985c,294,2025-03-26
score_001144,145,b5566768-1a29-4a23-969d-4e784abe50a8,742,2025-04-18
score_001145,145,22bc7488-d490-4a18-9052-a5d1dabbf742,1188,2025-01-30
score_001146,145,a85d03b3-f442-423b-ac70-f132cda93e53,595,2025-01-15
score_001147,145,7c663b81-e7d3-47ce-abc9-7a33741ab7bb,592,2024-12-14
score_001148,145,d1ef2f00-1a34-4386-be22-cbe5c08b6d2a,974,2025-05-05
score_001149,145,2c7320f2-4769-4d48-a888-071c60df9da9,635,2025-03-25
score_001150,145,a52ae6f0-fa05-4d2a-9505-4e8ad53f08b6,885,2025-01-27
score_001151,146,bbe8c443-3233-4733-b16f-8d3169afb1b8,948,2025-05-06
score_001152,146,46e5b5b8-f016-4aa8-b980-1ff7d5477b39,966,2025-03-01
score_001153,146,89a23367-6651-423e-873b-7d741b923b32,796,2025-01-29
score_001154,146,7c663b81-e7d3-47ce-abc9-7a33741ab7bb,746,2025-02-27
score_001155,146,b9207613-d9a5-4960-abb7-56b8e66c8348,455,2025-01-05
score_001156,146,246fa7c8-2268-475b-9486-f15d2b487e3b,832,2025-04-13
score_001157,146,b68b0f2e-631c-4aaa-8113-feda32334bc4,804,2025-05-08
score_001158,146,4223aa90-00f1-492d-a84b-4953ecab1592,558,2025-01-18
score_001159,147,d55461d3-9f00-44d1-a6de-e86923d39c61,787,2024-12-24
score_001160,147,8335db1c-0a21-4d9a-968c-634973246396,716,2025-01-25
score_001161,147,6cd5780b-ba0c-4ff3-850b-05590a0e6708,747,2025-05-10
score_001162,147,998fa6c1-e664-4c5f-927e-121ad9b5c16e,740,2024-12-08
score_001163,147,74e75a95-7460-4c23-a47a-9b75fae75f18,1159,2025-05-25
score_001164,147,1da57219-6ece-402b-874c-9444a27142fc,1070,2025-02-25
score_001165,147,3657106c-0967-428c-9382-27e86c737ffb,799,2025-02-18
score_001166,147,c2ad8ea0-c30c-4d37-aec0-08c168fbce86,1074,2025-02-18
score_001167,148,4b949122-67f4-47f3-ad95-1316ad819441,934,2025-03-05
score_001168,148,00563f38-a16a-46c6-b4ac-44bb0e52e4c8,869,2025-05-14
score_001169,148,2eba8662-2a1b-45bd-9f95-9d53b5987a9d,774,2025-05-08
score_001170,148,ebaf19c6-68bb-4cc0-9042-cc41c709d3e8,764,2025-03-06
score_001171,148,1f10dac8-b9d1-41c7-b36f-b1418f357a7a,1086,2025-03-20
score_001172,148,c9ffa89c-04d2-43f0-bbbd-458a14e89e2d,672,2025-05-08
score_001173,148,90608b43-ea90-4e5e-9ab9-0a42b31bd121,1043,2025-05-08
score_001174,149,2f2ad4f8-bbd1-4ce3-ae66-80bbeadc9400,704,2025-02-15
score_001175,149,fc84e861-241b-45b9-ba74-7d05dcce05f9,1022,2025-04-10
score_001176,149,85056047-3c21-4ce5-bc09-98db7c7a44f6,1156,2024-12-21
score_001177,149,697ff57c-068f-4f87-a6e9-f30c4f62bbb1,823,2025-03-27
score_001178,149,2ca447bb-af88-40eb-a9ee-11fcb1713e33,889,2025-03-07
score_001179,149,18eb266c-0399-4f42-9068-a78e35a8fe99,1006,2025-04-25
score_001180,150,b2b67e74-90b8-4735-b95d-b22df328b126,410,2025-01-05
score_001181,150,5d2c2ecb-8c15-4ea3-84a4-74abc4d799bd,600,2024-12-06
score_001182,150,fa9cc194-5ea3-4565-803c-3fd3d869b03b,814,2025-04-23
score_001183,150,12ddcc3e-23dc-44b5-8342-60187680621a,943,2025-04-13
score_001184,151,78e203b7-5a4f-4b51-be21-5b06c4ff0f03,416,2025-01-19
score_001185,151,1dda8702-472b-4c53-9f68-1ca7aaee310f,754,2025-04-13
score_001186,151,ba1be44d-921e-4031-bc40-ef778dc7e9b0,829,2025-02-14
score_001187,151,4008f02b-3595-4a81-984b-e28e715774c6,462,2025-05-04
score_001188,151,8ecc2566-f4e2-4ea5-82b7-4b56a121f520,897,2025-02-17
score_001189,152,a2cfa563-4b6d-41bf-8f32-8fc0d632259a,641,2025-01-09
score_001190,152,f1afe008-d174-4bde-997a-f5a21b9505a1,860,2025-02-26
score_001191,152,17472303-b74b-46ef-9efb-d301fdf53559,1055,2025-04-28
score_001192,152,b1acd223-f1b1-41c0-87dd-e01af7da73b3,814,2025-05-24
score_001193,152,84b04e6e-5bb9-428e-a851-98324ede58ac,1107,2025-03-15
score_001194,152,beca2a62-908f-4d33-8b17-7f851b752303,566,2025-02-21
score_001195,153,c3595fc8-6796-4322-a2fc-669508d54a2f,1016,2025-04-22
score_001196,153,3e651838-5aee-46b1-9cc3-f91e430be13c,1240,2025-03-20
score_001197,153,3c35ef03-5586-4381-b32d-39478555c0aa,984,2025-05-17
score_001198,153,a9d803ae-10a9-4c5c-a721-365e8e4c3263,1078,2025-02-20
score_001199,153,3208e7c6-4072-4ded-b5fe-fe35b68423fa,1136,2025-03-25
score_001200,153,9f2e7b72-089f-4187-a754-a303b3601f68,816,2025-03-06
score_001201,153,c3badb4e-710a-4c0a-a122-d101879a9290,796,2025-01-11
score_001202,153,1da57219-6ece-402b-874c-9444a27142fc,1010,2025-05-05
score_001203,153,bec56c43-0e33-47e4-8528-fbc848befa37,591,2025-03-24
score_001204,154,f6fea26d-da06-48ef-b5e2-33a69bb097f4,732,2025-05-27
score_001205,154,9031f54f-501e-49ed-9c8e-0ec22f8626e5,506,2025-01-19
score_001206,154,3749bf2d-c7e6-4766-8eca-b49c5c98ef48,437,2025-01-15
score_001207,155,660b7db2-24a2-4ae0-8ee6-dfde1b516095,870,2025-05-04
score_001208,155,4b6d9377-6e12-4aa7-9a00-f0562906f29d,619,2025-04-28
score_001209,155,b601b1f4-4b62-4050-92f6-a626765f42ce,322,2025-02-25
score_001210,156,74b34dff-578e-4064-a936-e8592c58a818,1263,2024-12-16
score_001211,156,c9ffa89c-04d2-43f0-bbbd-458a14e89e2d,400,2025-03-04
score_001212,156,82a537ad-5376-4e3c-886f-802b6a06e3d0,766,2024-12-16
score_001213,156,363a2616-e655-43d7-9d3c-32b609b09f39,767,2025-01-03
score_001214,156,eaa65c0a-3fa0-43ec-8c47-da8381b5c275,1148,2025-04-09
score_001215,156,a47029c7-ebd8-47ea-a1e1-a7e98119252f,925,2025-03-08
score_001216,156,fc84e861-241b-45b9-ba74-7d05dcce05f9,529,2025-04-21
score_001217,156,ec9d30a6-4523-41dc-8a22-f34fc9205b22,1130,2025-04-17
score_001218,157,aa0b4493-d52a-499d-96a6-5d0d315a7577,824,2025-03-14
score_001219,157,62d84bbe-ebf8-4e92-9492-b0b3e5aa98ae,958,2025-04-02
score_001220,157,dde7429d-abf7-4a85-8b24-fff17a64a559,845,2025-02-25
score_001221,157,8d932901-06bb-434f-98b4-c536ddd85d7d,721,2025-01-16
score_001222,157,0ad0c9ef-5d8e-456b-bc20-5dd164a84951,885,2024-12-25
score_001223,157,c3badb4e-710a-4c0a-a122-d101879a9290,1064,2025-01-30
score_001224,157,ab9cf33e-2f1f-4fd0-8ef8-b5ebd5b4241a,992,2025-03-14
score_001225,157,2752a23a-1f3c-43f2-9a5d-5c098e048389,1003,2024-12-19
score_001226,157,28ac8432-d58c-4e50-a31f-665db2e4cf65,883,2025-04-18
score_001227,157,64381aca-9953-4516-a438-e09fcde560a1,1246,2025-01-06
score_001228,157,97b60e45-06fa-48f9-ba60-0e380f1ab1d9,1041,2025-01-28
score_001229,157,82b9b21c-4794-46b2-b482-b384e3ed01a6,987,2025-04-23
score_001230,158,62d84bbe-ebf8-4e92-9492-b0b3e5aa98ae,1003,2025-03-21
score_001231,158,7700f999-de47-4fb9-ab2c-4da05c254d0c,871,2025-04-18
score_001232,158,21b89e62-9458-4627-9b59-bb1346d5fdcf,818,2025-01-04
score_001233,158,3fbfb14e-ddf3-41ea-8995-358b9f57d60b,1127,2025-02-15
score_001234,158,3208e7c6-4072-4ded-b5fe-fe35b68423fa,867,2025-04-08
score_001235,158,7a91f21e-1d22-4a62-a9f2-0d34f3d8b566,705,2025-02-06
score_001236,158,c12f4d8d-cbc6-4977-bc17-921fe6997101,541,2025-01-25
score_001237,158,da6d4d10-507b-46bc-a6e0-1b8e55e0cea0,805,2024-12-15
score_001238,158,fccdaa4f-819b-4bee-bbc0-503999e6ed29,937,2025-01-22
score_001239,158,39fcfef0-b727-4d08-8537-6164750148c4,548,2025-02-18
score_001240,158,decbf0f4-3043-46f6-8582-b1f3cc7dfa52,653,2025-01-15
score_001241,158,af19115a-13ef-4a83-8232-485031aa7073,744,2025-02-01
score_001242,159,7c663b81-e7d3-47ce-abc9-7a33741ab7bb,551,2025-04-24
score_001243,159,e5b2e23d-5ae0-433f-83a3-eb469a2724d8,585,2025-04-17
score_001244,159,db07c0fc-64d5-406a-b1b3-0b577aa5568c,865,2025-03-15
score_001245,159,571defb5-7dfd-4ec2-90f9-4acd380b2f6c,681,2025-05-16
score_001246,159,c361cd87-ad53-4fe8-ba15-7c7faa6053e8,948,2025-04-05
score_001247,159,29d572c2-af45-4e28-b32d-d3eab1b9aa55,714,2025-01-21
score_001248,159,08a544d5-4631-4126-afd7-aadc6e5182b2,691,2024-12-11
score_001249,159,74b34dff-578e-4064-a936-e8592c58a818,1122,2025-02-18
score_001250,159,4be95707-4a8b-4855-8eaa-dd988f0e243c,1059,2025-04-12
score_001251,159,15b40251-1424-477a-9784-35e3f9dd49a9,1083,2025-01-02
score_001252,159,72bf80d0-662f-4200-a700-1de75b6469f3,919,2025-02-24
score_001253,160,bcc644ec-0bec-4b54-ab2f-03cca4588400,878,2025-01-11
score_001254,160,5d7424b3-17d3-42aa-bef5-263503f3c928,940,2025-03-17
score_001255,160,9ee9544c-ef95-4f47-85bc-94668a213ea4,1201,2025-04-26
score_001256,160,7601b943-f351-4b5e-a11e-7cea3415ca52,827,2024-12-29
score_001257,160,32ab74db-5ad2-4ecd-85c3-d8af8c76ea00,668,2025-05-15
score_001258,160,a1a236a6-3f0e-41e9-9924-8b3c3d805d2e,595,2024-12-13
score_001259,160,24072b30-7061-4194-ad82-fba185328aad,965,2025-01-15
score_001260,161,5637d9fd-4129-4a47-8805-9934e1ce51e9,1025,2025-04-02
score_001261,161,23ef7e8b-acef-444b-bb45-32c29eb1369c,487,2025-02-02
score_001262,161,bb2d1226-c850-4f61-aef6-a58c172f05e3,424,2025-01-27
score_001263,161,ae32fe60-4644-4dcc-8887-625667811a9a,869,2025-01-20
score_001264,161,67e03ace-90b7-4c30-a7a3-a3345e09cb93,896,2025-01-07
score_001265,161,bab67e9d-b6b4-4e81-8dc3-6f1623c0ff1c,758,2024-12-22
score_001266,161,79c6b554-3853-4495-812e-f86921d05765,891,2025-04-28
score_001267,161,c3badb4e-710a-4c0a-a122-d101879a9290,759,2025-05-22
score_001268,161,9d0fc145-670b-4e63-8cef-8902e7d81d3d,820,2024-12-07
score_001269,161,0f7eb3c1-d57f-4d44-9f7e-de4718f46030,646,2024-12-23
score_001270,161,a654e0b1-4340-43a4-92e6-33450db6282f,876,2025-05-14
score_001271,161,847d9459-0e12-4a11-88ce-b01d3ddba112,602,2025-02-17
score_001272,162,a250a461-7679-4afd-93bc-bfa82782cdb3,1193,2024-12-23
score_001273,162,1f10dac8-b9d1-41c7-b36f-b1418f357a7a,1052,2025-04-27
score_001274,162,9a9975ad-2d5e-4791-8b8e-86aa54fc87cb,724,2025-02-15
score_001275,162,a1a236a6-3f0e-41e9-9924-8b3c3d805d2e,522,2024-12-25
score_001276,163,a312365b-6acd-403a-8041-2d31dd6d28d5,1034,2025-04-28
score_001277,163,5c18d7f2-0672-4828-b0c7-7de044889d5e,381,2025-03-23
score_001278,163,79a4667d-ac0a-496c-9c57-c74971c2fa97,867,2025-01-05
score_001279,163,01f6ba53-7c5e-42cb-a050-7625fd316b21,1000,2025-05-19
score_001280,164,3585de25-fed2-4c43-81bb-250f779599e4,566,2025-05-26
score_001281,164,ec9d30a6-4523-41dc-8a22-f34fc9205b22,515,2025-01-10
score_001282,164,c84b2f5f-5c53-4483-9c70-2fac058980da,413,2025-03-19
score_001283,164,516c8613-de08-4d8f-a355-ebedea18f7b0,644,2025-01-01
score_001284,164,fa5c3575-cc57-4e40-bf36-e35c335deb1b,695,2025-03-20
score_001285,164,8d63e682-c3f8-41d3-b635-5ebccca19d5a,910,2025-04-30
score_001286,164,eaa65c0a-3fa0-43ec-8c47-da8381b5c275,1244,2025-01-04
score_001287,164,8fc9c16b-8038-4798-a2ac-4061e74075cc,729,2024-12-31
score_001288,165,1da57219-6ece-402b-874c-9444a27142fc,1135,2025-02-22
score_001289,165,adbad9c7-b835-4487-be36-2028b37dc1fb,657,2025-02-20
score_001290,165,a47c45e3-2595-483a-8d84-8e83977b1c47,408,2025-02-16
score_001291,165,39a15b62-76d9-47cf-bfe8-d55c22218147,874,2025-02-03
score_001292,166,933e8d8e-bc10-4fd4-a3f5-ee153875047c,365,2025-04-14
score_001293,166,b072b531-dfa1-4889-a716-09ba4fe81530,804,2025-02-13
score_001294,166,09a02d8f-2766-4f82-bdd9-91074426de5c,897,2025-03-31
score_001295,166,562bb53c-681f-4827-a3b4-a65972f40ccd,860,2025-03-08
score_001296,166,c67d2c7c-365b-41cc-bd67-0255045ec689,617,2024-12-10
score_001297,166,42adc3d2-b4f6-4a2f-addc-80fc3955b3ea,765,2025-05-04
score_001298,167,ab1ed913-eab9-43e4-a9aa-ee51e7e10c0b,367,2025-04-24
score_001299,167,b6d2dd35-56a8-42da-837a-3bb4b536b45e,640,2025-05-26
score_001300,167,84b04e6e-5bb9-428e-a851-98324ede58ac,881,2025-05-02
score_001301,167,83077556-b803-4f69-a17b-764e4ce5985c,1092,2025-03-05
score_001302,167,697ff57c-068f-4f87-a6e9-f30c4f62bbb1,1060,2024-12-27
score_001303,167,c6c1c0f2-27f6-41da-b8dc-5c198855a2fc,607,2025-05-27
score_001304,167,f2cf008a-cc33-4ff3-8e42-1f60f8fea5ec,838,2025-01-12
score_001305,167,6cc95ffe-8b7e-487c-868a-7cef4c344b12,897,2025-02-22
score_001306,167,b16ffbd1-7a01-4217-8324-3c830cf0ddce,978,2025-03-23
score_001307,167,d31da276-fd27-4586-ace0-8e65bc5a1be2,1244,2024-12-17
score_001308,167,bb2d1226-c850-4f61-aef6-a58c172f05e3,623,2025-03-22
score_001309,167,2549b031-240b-4519-94c1-073458982af6,1007,2025-02-22
score_001310,168,da68a37f-954d-49ba-b5b4-d09cc0225f06,1230,2025-03-25
score_001311,168,ab9cf33e-2f1f-4fd0-8ef8-b5ebd5b4241a,744,2025-04-28
score_001312,168,530cca6c-96a8-4a2e-956f-d26760e210d1,615,2025-02-20
score_001313,168,cc962701-a307-4f4b-8617-41a3927c5c9a,886,2025-02-06
score_001314,168,926b2a99-5d26-419c-a33e-cccd88f431dc,637,2024-12-08
score_001315,168,292f0771-7948-4e3f-a549-0d1212400f8b,707,2024-12-14
score_001316,168,c22867ec-197d-4572-9f70-0aa849105892,310,2024-12-25
score_001317,168,13433f7f-8ef4-469f-8312-7b0fbd6dbdca,680,2025-05-27
score_001318,168,3fb70c37-2ff1-410e-8fad-caa707e9ed0a,484,2025-04-22
score_001319,169,add5b236-fb16-4d87-bc2c-587b4813a12d,854,2025-04-02
score_001320,169,1e1de97f-697a-4a43-8520-d387fbbc24cb,924,2025-03-22
score_001321,169,280ca7fe-af84-4cd1-b429-622626b17c9a,593,2024-12-17
score_001322,169,cc24c9c9-d1be-47d6-9b28-cbd20df7c75d,1009,2025-03-27
score_001323,169,571defb5-7dfd-4ec2-90f9-4acd380b2f6c,747,2025-01-13
score_001324,169,15b40251-1424-477a-9784-35e3f9dd49a9,820,2024-12-14
score_001325,169,aa1d2028-f645-4b30-84a6-be07d1746c99,751,2025-01-04
score_001326,169,2c6f64d4-8460-4d9a-a07f-32903c77f4cf,588,2025-02-02
score_001327,170,bf3c6c9b-a25b-4c9b-b563-fe61c2af965a,765,2025-04-10
score_001328,170,f956590a-d4ae-46f5-9728-2258d8ec0183,1258,2025-01-16
score_001329,170,1d5c2855-bd3a-45a0-93c6-956e0c059b00,369,2025-01-06
score_001330,170,c6c1c0f2-27f6-41da-b8dc-5c198855a2fc,594,2025-03-16
score_001331,170,933e8d8e-bc10-4fd4-a3f5-ee153875047c,425,2025-03-13
score_001332,170,c5397230-1f5f-4372-8fbc-f5c0657ec18d,839,2025-05-18
score_001333,170,f5551b70-d55e-4ff8-8cd7-add62613987f,832,2025-04-11
